128up	FBgn0176208	FBgn0182597	
exba	FBgn0165560	FBgn0191094	
exd	FBgn0166621	FBgn0188823	
exex	FBgn0179868	FBgn0185738	
exu	FBgn0174665	FBgn0196568	
eya	FBgn0169091	FBgn0193969	
eyg	FBgn0179519	FBgn0184446	
eys	FBgn0173239	FBgn0194537	
f	FBgn0168432	FBgn0188900	
fa2h	FBgn0175676	FBgn0182032	
fab1	FBgn0174833	FBgn0196733	
fabp	FBgn0180948	FBgn0192121	
faf	FBgn0171367	FBgn0193028	
fal	FBgn0169941	FBgn0186472	
fan	FBgn0179877	FBgn0185745	
fas	FBgn0176364	FBgn0182740	
fat-spondin	FBgn0176632	FBgn0182996	
fau	FBgn0181005	FBgn0192170	
fax	FBgn0179265	FBgn0184200	
fbl	FBgn0177157	FBgn0186555	
fbl6	FBgn0175337	FBgn0197201	
fbp	FBgn0171901	FBgn0193157	
fd102C	FBgn0181620	FBgn0061243	
fd19B	FBgn0177565	FBgn0187221	
fd59A	FBgn0170881	FBgn0183457	
fd64A	FBgn0169528	FBgn0185497	
fd68A	FBgn0179633	FBgn0184546	
fd96Cb	FBgn0172709	FBgn0192624	
fdl	FBgn0175239	FBgn0197115	
ferrochelatase	FBgn0171324	FBgn0187845	
fh	FBgn0168609	FBgn0187721	
fidipidine	FBgn0174955	FBgn0196839	
fig	FBgn0167160	FBgn0189220	
fit	FBgn0174277	FBgn0190016	
fj	FBgn0176735	FBgn0194450	
fkh	FBgn0171202	FBgn0189572	
fl(2)d	FBgn0175138	FBgn0197023	
flfl	FBgn0178985	FBgn0190431	
fliI	FBgn0177944	FBgn0196204	
fln	FBgn0169780	FBgn0183970	
flr	FBgn0180275	FBgn0186130	
fog	FBgn0165008	FBgn0187147	
foi	FBgn0179924	FBgn0185793	
fok	FBgn0171877	FBgn0193139	
fon	FBgn0171928	FBgn0193187	
for	FBgn0173039	FBgn0194136	
form3	FBgn0169739	FBgn0185687	
foxo	FBgn0179012	FBgn0190454	
fra	FBgn0176283	FBgn0182662	
frac	FBgn0169776	FBgn0185721	
fray	FBgn0172779	FBgn0190738	
frc	FBgn0179195	FBgn0184136	
fred	FBgn0173018	FBgn0194118	
frj	FBgn0173536	FBgn0194795	
fs(1)K10	FBgn0174119	FBgn0188203	
fs(1)M3	FBgn0167543	FBgn0187850	
fs(1)N	FBgn0174027	FBgn0188155	
fs(1)Ya	FBgn0174145	FBgn0196058	
fs(1)h	FBgn0166163	FBgn0187769	
fsd	FBgn0176336	FBgn0182716	
ftz	FBgn0044209	FBgn0020697	
ftz-f1	FBgn0169842	FBgn0184059	
fu	FBgn0177778	FBgn0196175	
fu12	FBgn0167834	FBgn0193804	
fu2	FBgn0171871	FBgn0194923	
fus	FBgn0175011	FBgn0196893	
fusl	FBgn0172931	FBgn0194052	
fw	FBgn0168161	FBgn0187597	
fwd	FBgn0169210	FBgn0196999	
fwe	FBgn0179327	FBgn0184264	
fws	FBgn0172035	FBgn0193284	
fy	FBgn0167886	FBgn0193810	
fz	FBgn0180321	FBgn0186171	
fz2	FBgn0169809	FBgn0184032	
fz3	FBgn0173991	FBgn0188133	
fz4	FBgn0172387	FBgn0187792	
fzy	FBgn0173573	FBgn0195410	
g	FBgn0172503	FBgn0187530	
galectin	FBgn0171625	FBgn0194390	
gammaCop	FBgn0171345	FBgn0193008	
gammaSnap	FBgn0173185	FBgn0196289	
gammaTub23C	FBgn0173288	FBgn0194585	
gammaTub37C	FBgn0171933	FBgn0193192	
gb	FBgn0165083	FBgn0189637	
gbb	FBgn0170968	FBgn0183541	
gcl	FBgn0175943	FBgn0182365	
gcm	FBgn0167323	FBgn0193756	
gcm2	FBgn0172477	FBgn0194994	
gd	FBgn0168164	FBgn0187600	
gdl	FBgn0180390	FBgn0186229	
gdl-ORF39	FBgn0180389	FBgn0186228	
gek	FBgn0173179	FBgn0196285	
gem	FBgn0176070	FBgn0182481	
geminin	FBgn0175747	FBgn0182089	
gfzf	FBgn0165451	FBgn0190996	
gho	FBgn0173158	FBgn0194254	
gig	FBgn0177126	FBgn0186527	
gish	FBgn0170063	FBgn0190593	
gk	FBgn0169888	FBgn0186422	
gkt	FBgn0173306	FBgn0194601	
gl	FBgn0173613	FBgn0191653	
glec	FBgn0178553	FBgn0190020	
glo	FBgn0180922	FBgn0192096	
glob1	FBgn0180600	FBgn0191792	
glob2	FBgn0165490	FBgn0191035	
glob3	FBgn0165792	FBgn0191317	
glu	FBgn0172071	FBgn0193316	
gnu	FBgn0179389	FBgn0184323	
gny	FBgn0173187	FBgn0195065	
gogo	FBgn0177104	FBgn0183941	
gol	FBgn0166707	FBgn0196213	
gom	FBgn0170803	FBgn0183390	
gp210	FBgn0171436	FBgn0182157	
gprs	FBgn0176594	FBgn0085074	
grass	FBgn0165323	FBgn0186856	
grau	FBgn0170676	FBgn0196547	
grim	FBgn0169866	FBgn0184079	
grk	FBgn0167867	FBgn0193807	
grn	FBgn0181219	FBgn0192349	
gro	FBgn0165253	FBgn0192706	
grsm	FBgn0180828	FBgn0192003	
gry	FBgn0169470	FBgn0185445	
gsb	FBgn0166863	FBgn0183657	
gsb-n	FBgn0166708	FBgn0196214	
gskt	FBgn0167871	FBgn0192999	
gukh	FBgn0178126	FBgn0190767	
gus	FBgn0181587	FBgn0188270	
gw	FBgn0181625	FBgn0195715	
h	FBgn0179941	FBgn0016346	
h-cup	FBgn0180628	FBgn0191824	
haf	FBgn0171737	FBgn0194494	
hale	FBgn0169959	FBgn0183972	
halo	FBgn0171518	FBgn0194299	
ham	FBgn0171975	FBgn0193229	
hay	FBgn0180075	FBgn0185933	
hbn	FBgn0170684	FBgn0196555	
hbs	FBgn0176468	FBgn0182853	
hdc	FBgn0167806	FBgn0192939	
hdm	FBgn0166904	FBgn0187775	
hec	FBgn0166466	FBgn0195860	
heix	FBgn0172821	FBgn0193340	
hep	FBgn0166461	FBgn0187559	
heph	FBgn0171323	FBgn0187834	
her	FBgn0172102	FBgn0195423	
hgo	FBgn0173843	FBgn0195140	
hh	FBgn0178454	FBgn0189928	
hig	FBgn0175498	FBgn0181865	
hipk	FBgn0169269	FBgn0182780	
hk	FBgn0171952	FBgn0193208	
hkb	FBgn0165653	FBgn0191175	
hoe1	FBgn0172970	FBgn0194078	
hoe2	FBgn0172969	FBgn0183725	
hoip	FBgn0172544	FBgn0194999	
holn1	FBgn0173322	FBgn0195080	
how	FBgn0181251	FBgn0192376	
hpo	FBgn0174711	FBgn0196615	
hppy	FBgn0176814	FBgn0183183	
hrg	FBgn0174705	FBgn0196609	
hth	FBgn0181022	FBgn0192184	
htl	FBgn0170248	FBgn0191682	
hts	FBgn0174717	FBgn0196621	
hubl	FBgn0175580	FBgn0186950	
hug	FBgn0178909	FBgn0190356	
hydra	FBgn0171377	FBgn0187193	
hyx	FBgn0178646	FBgn0190113	
iPLA2-VIA	FBgn0179695	FBgn0184610	
iab-8	FBgn0170319	FBgn0191743	
ial	FBgn0166280	FBgn0193625	
icln	FBgn0176683	FBgn0183044	
ics	FBgn0180268	FBgn0193465	
if	FBgn0168299	FBgn0187386	
ifc	FBgn0173494	FBgn0194761	
igl	FBgn0176472	FBgn0182857	
ihog	FBgn0168661	FBgn0084648	
imd	FBgn0174793	FBgn0067498	
in	FBgn0177152	FBgn0186552	
inaD	FBgn0170524	FBgn0196414	
inaE	FBgn0172550	FBgn0188716	
inaF-D	FBgn0167982	FBgn0187623	
inc	FBgn0174050	FBgn0196041	
ind	FBgn0179378	FBgn0184313	
ine	FBgn0172992	FBgn0194100	
insc	FBgn0170690	FBgn0196562	
insv	FBgn0173122	FBgn0194215	
inv	FBgn0176176	FBgn0182565	
iotaTry	FBgn0176164	FBgn0187060	
ird1	FBgn0181133	FBgn0192276	
ird5	FBgn0180593	FBgn0067497	
isoQC	FBgn0177168	FBgn0186563	
isopeptidase-T-3	FBgn0176856	FBgn0183224	
itp	FBgn0166814	FBgn0183610	
ix	FBgn0175318	FBgn0186920	
jagn	FBgn0165784	FBgn0191307	
janA	FBgn0043637	FBgn0016348	
jar	FBgn0178365	FBgn0189838	
jdp	FBgn0167086	FBgn0188547	
jet	FBgn0172967	FBgn0194076	
jigr1	FBgn0165207	FBgn0192678	
jim	FBgn0176950	FBgn0183793	
jp	FBgn0167356	FBgn0193759	
jumu	FBgn0178744	FBgn0190211	
kappaB-Ras	FBgn0175677	FBgn0067533	
kappaTry	FBgn0175326	FBgn0197189	
kar	FBgn0180846	FBgn0192019	
kat-60L1	FBgn0165785	FBgn0191309	
kay	FBgn0167757	FBgn0192899	
kek1	FBgn0180821	FBgn0084078	
kek2	FBgn0174030	FBgn0085048	
kek3	FBgn0171016	FBgn0195374	
kek6	FBgn0171354	FBgn0193018	
kel	FBgn0172012	FBgn0193263	
ken	FBgn0170970	FBgn0185471	
key	FBgn0166732	FBgn0067496	
kibra	FBgn0180687	FBgn0191877	
kin17	FBgn0177150	FBgn0186550	
king-tubby	FBgn0170721	FBgn0183305	
kirre	FBgn0174163	FBgn0188224	
klar	FBgn0169200	FBgn0196988	
klg	FBgn0181325	FBgn0192444	
klu	FBgn0179651	FBgn0184562	
kn	FBgn0175065	FBgn0196941	
kni	FBgn0044208	FBgn0044187	
knk	FBgn0181039	FBgn0192199	
knrl	FBgn0177069	FBgn0183909	
koko	FBgn0172775	FBgn0190735	
kraken	FBgn0171685	FBgn0194442	
krimp	FBgn0174959	FBgn0186895	
krz	FBgn0171322	FBgn0187824	
ksh	FBgn0177610	FBgn0187245	
ksr	FBgn0165575	FBgn0063983	
kto	FBgn0174565	FBgn0186505	
kuk	FBgn0170125	FBgn0190642	
kune	FBgn0171431	FBgn0182153	
kuz	FBgn0165609	FBgn0195279	
kz	FBgn0173805	FBgn0188002	
l(1)10Bb	FBgn0166193	FBgn0187640	
l(1)1Bi	FBgn0173981	FBgn0085902	
l(1)G0004	FBgn0177893	FBgn0189040	
l(1)G0007	FBgn0172571	FBgn0188730	
l(1)G0020	FBgn0175987	FBgn0187733	
l(1)G0045	FBgn0167359	FBgn0196073	
l(1)G0136	FBgn0177440	FBgn0188795	
l(1)G0144	FBgn0173800	FBgn0187997	
l(1)G0148	FBgn0167445	FBgn0188397	
l(1)G0156	FBgn0177609	FBgn0187244	
l(1)G0193	FBgn0166900	FBgn0260731	
l(1)G0230	FBgn0166357	FBgn0196023	
l(1)G0232	FBgn0166297	FBgn0187686	
l(1)G0289	FBgn0166264	FBgn0187680	
l(1)G0334	FBgn0167298	FBgn0188291	
l(1)G0469	FBgn0172474	FBgn0195847	
l(1)dd4	FBgn0172502	FBgn0187529	
l(1)sc	FBgn0173965	FBgn0025409	
l(2)03659	FBgn0175999	FBgn0182418	
l(2)03709	FBgn0176796	FBgn0187108	
l(2)05714	FBgn0172960	FBgn0194070	
l(2)06225	FBgn0166187	FBgn0193616	
l(2)06496	FBgn0170507	FBgn0196399	
l(2)08717	FBgn0174759	FBgn0196654	
l(2)09851	FBgn0171434	FBgn0182155	
l(2)34Fc	FBgn0169787	FBgn0193424	
l(2)34Fd	FBgn0169781	FBgn0193423	
l(2)35Bc	FBgn0169509	FBgn0193391	
l(2)35Bd	FBgn0170778	FBgn0195348	
l(2)35Be	FBgn0169520	FBgn0193392	
l(2)35Bg	FBgn0169487	FBgn0193389	
l(2)35Df	FBgn0171044	FBgn0195378	
l(2)35Di	FBgn0169147	FBgn0193358	
l(2)37Bb	FBgn0171949	FBgn0193205	
l(2)37Cc	FBgn0171940	FBgn0193198	
l(2)NC136	FBgn0171419	FBgn0182126	
l(2)dtl	FBgn0170956	FBgn0183527	
l(2)efl	FBgn0170439	FBgn0196337	
l(2)gd1	FBgn0173799	FBgn0195134	
l(2)gl	FBgn0171620	FBgn0194388	
l(2)k01209	FBgn0176649	FBgn0183014	
l(2)k05819	FBgn0173375	FBgn0194669	
l(2)k09913	FBgn0170897	FBgn0183474	
l(2)k10201	FBgn0176000	FBgn0182419	
l(2)k12914	FBgn0167919	FBgn0193814	
l(2)k14505	FBgn0178272	FBgn0195660	
l(2)k14710	FBgn0171389	FBgn0182100	
l(2)not	FBgn0170436	FBgn0196334	
l(2)s5379	FBgn0173230	FBgn0194529	
l(2)tid	FBgn0170957	FBgn0183528	
l(3)01239	FBgn0179642	FBgn0184556	
l(3)02640	FBgn0169329	FBgn0185323	
l(3)03670	FBgn0167052	FBgn0188245	
l(3)04053	FBgn0176951	FBgn0183794	
l(3)05822	FBgn0170226	FBgn0191662	
l(3)07882	FBgn0170277	FBgn0191704	
l(3)72Dh	FBgn0179306	FBgn0184241	
l(3)72Dn	FBgn0179301	FBgn0184234	
l(3)72Dp	FBgn0180457	FBgn0186288	
l(3)72Dr	FBgn0180458	FBgn0186289	
l(3)73Ah	FBgn0180503	FBgn0186329	
l(3)76BDm	FBgn0172161	FBgn0184000	
l(3)76BDr	FBgn0172716	FBgn0184007	
l(3)87Df	FBgn0178941	FBgn0190386	
l(3)j2D3	FBgn0180184	FBgn0186040	
l(3)mbn	FBgn0168801	FBgn0184876	
l(3)neo18	FBgn0179541	FBgn0184473	
l(3)neo43	FBgn0180643	FBgn0191838	
l(3)psg2	FBgn0169630	FBgn0185587	
lace	FBgn0171007	FBgn0195370	
lack	FBgn0176684	FBgn0183045	
laf	FBgn0165617	FBgn0191137	
lama	FBgn0168856	FBgn0184926	
lambdaTry	FBgn0176162	FBgn0182555	
lat	FBgn0175188	FBgn0197066	
lawc	FBgn0176279	FBgn0195902	
laza	FBgn0176964	FBgn0183806	
lbe	FBgn0165951	FBgn0191459	
lbk	FBgn0176547	FBgn0182922	
lbl	FBgn0165952	FBgn0191460	
lbm	FBgn0175806	FBgn0187005	
ldbr	FBgn0179882	FBgn0185748	
ldlCp	FBgn0180634	FBgn0191830	
lds	FBgn0165931	FBgn0191442	
lea	FBgn0171523	FBgn0194303	
lectin-21Cb	FBgn0171564	FBgn0194339	
lectin-22C	FBgn0171486	FBgn0194272	
lectin-24A	FBgn0173026	FBgn0194124	
lectin-29Ca	FBgn0167899	FBgn0069487	
lectin-30A	FBgn0167443	FBgn0069486	
lectin-33A	FBgn0173697	FBgn0195122	
lectin-37Da	FBgn0172252	FBgn0195551	
lectin-37Db	FBgn0172253	FBgn0195552	
lectin-46Ca	FBgn0176034	FBgn0045530	
levy	FBgn0170940	FBgn0187119	
lft	FBgn0173154	FBgn0195062	
lic	FBgn0166542	FBgn0083417	
lig	FBgn0175883	FBgn0182307	
lig3	FBgn0180869	FBgn0192039	
ligatin	FBgn0167195	FBgn0186747	
lilli	FBgn0173286	FBgn0194583	
lin	FBgn0175957	FBgn0084971	
lin-52	FBgn0167557	FBgn0187863	
lin19	FBgn0175870	FBgn0182287	
link	FBgn0176359	FBgn0182736	
lkb1	FBgn0178984	FBgn0190430	
lmd	FBgn0178466	FBgn0189939	
lms	FBgn0176896	FBgn0183264	
loco	FBgn0178497	FBgn0189966	
loj	FBgn0169675	FBgn0185631	
lok	FBgn0172297	FBgn0195589	
lolal	FBgn0174809	FBgn0196707	
loopin-1	FBgn0176585	FBgn0182956	
loqs	FBgn0165425	FBgn0084799	
lost	FBgn0165700	FBgn0191218	
lox	FBgn0167027	FBgn0188041	
lox2	FBgn0170604	FBgn0196479	
lqf	FBgn0169775	FBgn0185720	
lsn	FBgn0181230	FBgn0192359	
ltd	FBgn0175502	FBgn0181870	
ltl	FBgn0169774	FBgn0185719	
luna	FBgn0175359	FBgn0197223	
lush	FBgn0172326	FBgn0184002	
lva	FBgn0167645	FBgn0187939	
lwr	FBgn0171575	FBgn0194347	
lz	FBgn0177348	FBgn0188530	
m	FBgn0168038	FBgn0188621	
m-cup	FBgn0170299	FBgn0191723	
mAcR-60C	FBgn0166782	FBgn0196275	
mRNA-cap	FBgn0172469	FBgn0187510	
mRpL10	FBgn0171636	FBgn0194400	
mRpL11	FBgn0179030	FBgn0190471	
mRpL12	FBgn0179965	FBgn0085140	
mRpL13	FBgn0171966	FBgn0193222	
mRpL15	FBgn0177084	FBgn0183922	
mRpL16	FBgn0174079	FBgn0188180	
mRpL17	FBgn0169249	FBgn0182765	
mRpL18	FBgn0176303	FBgn0182680	
mRpL19	FBgn0178614	FBgn0190083	
mRpL2	FBgn0180112	FBgn0185971	
mRpL20	FBgn0179477	FBgn0184408	
mRpL21	FBgn0169808	FBgn0184030	
mRpL22	FBgn0168396	FBgn0188867	
mRpL23	FBgn0169053	FBgn0185108	
mRpL24	FBgn0172968	FBgn0194077	
mRpL27	FBgn0172994	FBgn0194102	
mRpL28	FBgn0173417	FBgn0194700	
mRpL3	FBgn0177448	FBgn0188799	
mRpL30	FBgn0167294	FBgn0188289	
mRpL32	FBgn0167860	FBgn0192991	
mRpL33	FBgn0167627	FBgn0187926	
mRpL35	FBgn0181246	FBgn0192373	
mRpL36	FBgn0179832	FBgn0184742	
mRpL37	FBgn0181004	FBgn0192169	
mRpL38	FBgn0172572	FBgn0188731	
mRpL39	FBgn0179382	FBgn0184317	
mRpL4	FBgn0172816	FBgn0193336	
mRpL40	FBgn0178805	FBgn0190270	
mRpL41	FBgn0175035	FBgn0196917	
mRpL42	FBgn0176060	FBgn0182475	
mRpL43	FBgn0170955	FBgn0183526	
mRpL44	FBgn0165578	FBgn0191107	
mRpL45	FBgn0181306	FBgn0192425	
mRpL46	FBgn0169368	FBgn0185355	
mRpL47	FBgn0181105	FBgn0192254	
mRpL48	FBgn0171741	FBgn0194501	
mRpL49	FBgn0166531	FBgn0196121	
mRpL50	FBgn0168715	FBgn0184803	
mRpL51	FBgn0167772	FBgn0193800	
mRpL52	FBgn0175650	FBgn0182005	
mRpL53	FBgn0178123	FBgn0182753	
mRpL55	FBgn0178204	FBgn0191614	
mRpL9	FBgn0179085	FBgn0190520	
mRpS10	FBgn0179070	FBgn0190505	
mRpS11	FBgn0170124	FBgn0083416	
mRpS16	FBgn0175110	FBgn0196984	
mRpS17	FBgn0173171	FBgn0196282	
mRpS18A	FBgn0181188	FBgn0192321	
mRpS18B	FBgn0171874	FBgn0193137	
mRpS18C	FBgn0167809	FBgn0192942	
mRpS2	FBgn0172974	FBgn0194082	
mRpS21	FBgn0180800	FBgn0191975	
mRpS22	FBgn0171276	FBgn0192792	
mRpS23	FBgn0169980	FBgn0193448	
mRpS24	FBgn0178373	FBgn0189847	
mRpS25	FBgn0172454	FBgn0187503	
mRpS28	FBgn0174782	FBgn0196678	
mRpS29	FBgn0170558	FBgn0196441	
mRpS30	FBgn0177452	FBgn0188806	
mRpS31	FBgn0180431	FBgn0186268	
mRpS33	FBgn0170352	FBgn0191765	
mRpS34	FBgn0180484	FBgn0186311	
mRpS35	FBgn0169436	FBgn0185417	
mRpS6	FBgn0169574	FBgn0185536	
mRpS7	FBgn0173201	FBgn0195067	
mRpS9	FBgn0165397	FBgn0190953	
mTTF	FBgn0169790	FBgn0193425	
mTerf3	FBgn0177074	FBgn0183915	
mad2	FBgn0168824	FBgn0187606	
mael	FBgn0177338	FBgn0186721	
maf-S	FBgn0176902	FBgn0183269	
mag	FBgn0177164	FBgn0186560	
mago	FBgn0170722	FBgn0183306	
magu	FBgn0176059	FBgn0182474	
mahj	FBgn0170761	FBgn0183348	
mam	FBgn0176385	FBgn0182760	
mamo	FBgn0172483	FBgn0187520	
mas	FBgn0168936	FBgn0185007	
mats	FBgn0181285	FBgn0192406	
mav	FBgn0181628	FBgn0187141	
mbf1	FBgn0180499	FBgn0186325	
mbo	FBgn0180848	FBgn0192021	
mbt	FBgn0168380	FBgn0188849	
mdy	FBgn0172123	FBgn0195443	
me31B	FBgn0172944	FBgn0195044	
mei-9	FBgn0167628	FBgn0041662	
mei-P22	FBgn0169750	FBgn0185698	
mei-P26	FBgn0168656	FBgn0188514	
mei-S332	FBgn0170800	FBgn0183386	
mei-W68	FBgn0176840	FBgn0183206	
melt	FBgn0169744	FBgn0185692	
membrin	FBgn0169623	FBgn0185581	
metl	FBgn0169120	FBgn0189158	
metro	FBgn0175353	FBgn0197217	
mew	FBgn0166446	FBgn0187547	
mex1	FBgn0179350	FBgn0184286	
mfas	FBgn0180905	FBgn0192080	
mfr	FBgn0179771	FBgn0184680	
mfrn	FBgn0171224	FBgn0189590	
mge	FBgn0168960	FBgn0185031	
mgr	FBgn0180957	FBgn0192128	
mi	FBgn0170937	FBgn0183510	
mia	FBgn0165570	FBgn0191101	
mib1	FBgn0179315	FBgn0184250	
mim	FBgn0175718	FBgn0182063	
mio	FBgn0173228	FBgn0194527	
mip120	FBgn0176353	FBgn0182730	
mip130	FBgn0174082	FBgn0196050	
mip40	FBgn0174726	FBgn0196628	
miple	FBgn0169251	FBgn0182766	
miple2	FBgn0169252	FBgn0182767	
mirr	FBgn0180222	FBgn0186079	
mit(1)15	FBgn0174133	FBgn0196054	
mle	FBgn0171408	FBgn0182116	
mms4	FBgn0176119	FBgn0182520	
mnb	FBgn0177716	FBgn0187320	
mnd	FBgn0180353	FBgn0186198	
mod	FBgn0171376	FBgn0193036	
mod(mdg4)	FBgn0165954	FBgn0191462	
mod(r)	FBgn0173978	FBgn0188121	
modSP	FBgn0170330	FBgn0191746	
mon2	FBgn0168104	FBgn0193844	
mop	FBgn0179393	FBgn0184327	
mor	FBgn0180595	FBgn0191787	
morgue	FBgn0173001	FBgn0194107	
mos	FBgn0175221	FBgn0197096	
mr	FBgn0170991	FBgn0183557	
mre11	FBgn0173910	FBgn0195147	
mri	FBgn0169239	FBgn0185261	
mrj	FBgn0174964	FBgn0196845	
mrn	FBgn0179343	FBgn0184280	
mrt	FBgn0165063	FBgn0186799	
ms(2)34Fe	FBgn0170445	FBgn0195322	
ms(2)35Ci	FBgn0170932	FBgn0195362	
ms(3)K81	FBgn0069536	FBgn0069483	
msb1l	FBgn0172282	FBgn0195577	
msd1	FBgn0169328	FBgn0185322	
msd5	FBgn0169146	FBgn0185194	
msi	FBgn0165202	FBgn0025033	
msl-1	FBgn0171984	FBgn0261115	
msl-3	FBgn0168720	FBgn0184812	
msn	FBgn0169044	FBgn0185099	
msopa	FBgn0177301	FBgn0186692	
msps	FBgn0179146	FBgn0190579	
mst	FBgn0177953	FBgn0189087	
mtRNApol	FBgn0171541	FBgn0194322	
mtSSB	FBgn0170369	FBgn0191778	
mtTFB1	FBgn0180152	FBgn0186008	
mtTFB2	FBgn0178717	FBgn0190181	
mtacp1	FBgn0169327	FBgn0185321	
mtg	FBgn0178577	FBgn0190048	
mthl1	FBgn0168383	FBgn0188852	
mthl10	FBgn0178080	FBgn0191665	
mthl11	FBgn0178747	FBgn0190213	
mthl12	FBgn0178966	FBgn0190412	
mthl13	FBgn0176116	FBgn0182518	
mthl14	FBgn0169247	FBgn0182763	
mthl15	FBgn0166873	FBgn0193699	
mthl3	FBgn0168587	FBgn0196771	
mthl5	FBgn0180917	FBgn0192091	
mthl8	FBgn0169232	FBgn0185254	
mthl9	FBgn0169207	FBgn0196996	
mtm	FBgn0172877	FBgn0194008	
mts	FBgn0171522	FBgn0194871	
mtsh	FBgn0167987	FBgn0193824	
mu2	FBgn0169079	FBgn0185136	
mub	FBgn0177286	FBgn0186679	
mura	FBgn0181103	FBgn0192252	
mus201	FBgn0171860	FBgn0194921	
mus209	FBgn0064374	FBgn0064355	
mus210	FBgn0176482	FBgn0182863	
mus301	FBgn0179884	FBgn0185750	
mus304	FBgn0169885	FBgn0186419	
mus312	FBgn0169753	FBgn0185702	
mus81	FBgn0174005	FBgn0188142	
muskelin	FBgn0175232	FBgn0197108	
mys	FBgn0166167	FBgn0188457	
n-syb	FBgn0169121	FBgn0189160	
nAcRalpha-96Aa	FBgn0178350	FBgn0189822	
nAcRalpha-96Ab	FBgn0181454	FBgn0192557	
nAcRbeta-21C	FBgn0171662	FBgn0183746	
nAcRbeta-64B	FBgn0169581	FBgn0185542	
nAcRbeta-96A	FBgn0178348	FBgn0189821	
na	FBgn0172579	FBgn0188736	
nahoda	FBgn0170888	FBgn0183464	
nan	FBgn0179417	FBgn0184353	
nau	FBgn0178413	FBgn0189889	
ncd	FBgn0167156	FBgn0189206	
nclb	FBgn0176123	FBgn0182524	
nct	FBgn0181489	FBgn0192590	
ndl	FBgn0168765	FBgn0184843	
nec	FBgn0175693	FBgn0067495	
neo	FBgn0167764	FBgn0192905	
nerfin-1	FBgn0169291	FBgn0185294	
nerfin-2	FBgn0178726	FBgn0190190	
nero	FBgn0171335	FBgn0187949	
nes	FBgn0169807	FBgn0184029	
nesd	FBgn0172303	FBgn0195593	
net	FBgn0171617	FBgn0194385	
neur	FBgn0181142	FBgn0192286	
neuroligin	FBgn0171153	FBgn0194820	
ng4	FBgn0173744	FBgn0187959	
nht	FBgn0169347	FBgn0193375	
niki	FBgn0178327	FBgn0189799	
nimB1	FBgn0170337	FBgn0195307	
nimB2	FBgn0169944	FBgn0193440	
nimB3	FBgn0169938	FBgn0193439	
nimB4	FBgn0169927	FBgn0193438	
nimB5	FBgn0170348	FBgn0195308	
nimC1	FBgn0169916	FBgn0193436	
nimC2	FBgn0170370	FBgn0195310	
nimC3	FBgn0169895	FBgn0193434	
nimC4	FBgn0170386	FBgn0195316	
ninaB	FBgn0178988	FBgn0190434	
ninaD	FBgn0172173	FBgn0195483	
ninaE	FBgn0181738	FBgn0191575	
nito	FBgn0175878	FBgn0182299	
nkd	FBgn0169821	FBgn0184042	
nmd	FBgn0166744	FBgn0193687	
nmdyn-D6	FBgn0172589	FBgn0188743	
nmdyn-D7	FBgn0178692	FBgn0190159	
nmo	FBgn0179871	FBgn0185740	
noc	FBgn0170541	FBgn0195328	
noi	FBgn0165561	FBgn0191095	
nompA	FBgn0175328	FBgn0197192	
nompB	FBgn0171051	FBgn0193060	
nompC	FBgn0173453	FBgn0194722	
nop5	FBgn0168667	FBgn0193933	
nopo	FBgn0176731	FBgn0183096	
nos	FBgn0025051	FBgn0025032	
not	FBgn0169852	FBgn0184068	
npf	FBgn0170091	FBgn0190620	
nrv1	FBgn0168767	FBgn0193942	
nrv2	FBgn0168756	FBgn0193941	
ns1	FBgn0170307	FBgn0191731	
ns2	FBgn0174857	FBgn0196758	
ns4	FBgn0178233	FBgn0195626	
nst	FBgn0179506	FBgn0184435	
ntc	FBgn0168968	FBgn0185036	
nudC	FBgn0180516	FBgn0186344	
nudE	FBgn0180053	FBgn0185911	
numb	FBgn0172374	FBgn0194984	
nvy	FBgn0166791	FBgn0183588	
nxf2	FBgn0179253	FBgn0184190	
nxf4	FBgn0165898	FBgn0191414	
oa2	FBgn0181295	FBgn0192416	
oaf	FBgn0173251	FBgn0194548	
obst-A	FBgn0177882	FBgn0189032	
obst-B	FBgn0172790	FBgn0195028	
obst-E	FBgn0172905	FBgn0194030	
obst-F	FBgn0177113	FBgn0183950	
obst-G	FBgn0179553	FBgn0184487	
obst-H	FBgn0179345	FBgn0189120	
obst-I	FBgn0169402	FBgn0185383	
obst-J	FBgn0177119	FBgn0183957	
oc	FBgn0176041	FBgn0187738	
odd	FBgn0173042	FBgn0194139	
ogre	FBgn0172396	FBgn0187801	
okr	FBgn0173084	FBgn0183740	
olf186-M	FBgn0176706	FBgn0183072	
olf413	FBgn0177304	FBgn0186694	
omd	FBgn0180770	FBgn0191952	
onecut	FBgn0181629	FBgn0195717	
opa	FBgn0165726	FBgn0191241	
opm	FBgn0166951	FBgn0187482	
or	FBgn0170989	FBgn0183555	
orb	FBgn0178443	FBgn0189919	
ord	FBgn0170485	FBgn0196381	
org-1	FBgn0176237	FBgn0187753	
ort	FBgn0181706	FBgn0069480	
os	FBgn0177694	FBgn0187310	
osa	FBgn0170267	FBgn0041660	
osk	FBgn0178635	FBgn0190102	
osm-1	FBgn0169392	FBgn0185376	
osm-6	FBgn0169071	FBgn0193967	
osp	FBgn0169660	FBgn0193409	
otk	FBgn0175276	FBgn0197148	
otp	FBgn0170685	FBgn0196557	
